id_materias,nome,creditos,descricao
NHZ3002-15,Dinâmica Não Linear e Caos,4,Conceitos básicos: equações diferenciais e mapas; espaço de fase e retrato de fase; mapa de Poincaré e mapa estroboscópico. Mapas unidimensionais: pontos fixos e periódicos e sua estabilidade; a família de mapas logísticos; expoentes de Lyapunov e caos; mapas abertos e dimensão fractal. Sistemas dissipativos em dimensão maior que um: atratores estranhos. Sistemas conservativos: o mapa padrão; caos de separatriz; elementos de caos Hamiltoniano.
ESZS029-17,Dinâmica Orbital,4,Campo central e lei da gravitação universal. Leis de Kepler. Órbitas e classificações. Sistemas de coordenadas. Manobras orbitais. Problema de dois corpos. Problema reduzido de 3 corpos. Sistemas de tempo. Determinação de órbita. Equações de Lagrange e de Delaunay.
ESZP013-13,Dinâmicas Socioespaciais do ABC Paulista,4,"Momentos iniciais da estruturação do ABC Paulista: o subúrbio. Industrialização e urbanização: primeiros núcleos industriais, mobilidade intra-regional. Industrialização e urbanização pós década de 1950: diversificação do parque industrial; migrações e expansão urbana: a produção da periferia. Crise dos anos 1970, reestruturação produtiva e novas dinâmicas econômicas e sociais do ABC."
ESZT017-17,Dinâmicas Territoriais e Relações Étnico-Raciais No Brasil,4,"Conceitos de espaço, território, identidade, classe, religião, etnia, gênero e suas inter-relações com a ideia de “raça”. A presença negra na produção do território urbano e rural no Brasil: ontem e hoje. População negra, desigualdades, violência e distribuição demográfica e socioterritorial no Brasil atual. Planejamento territorial, indicadores sociais e segregação étnico-racial."
ESHR002-13,Direito Internacional Público,4,"A disciplina tem por objetivo o estudo das origens, evolução e fundamentos do direito internacional público. Fontes formais e materiais. Tratados internacionais. Relações entre normas internacionais e o ordenamento jurídico interno. Os diferentes sujeitos de direito internacional público e sua natureza: Estados, Organizações Internacionais, entidades subnacionais e a pessoa humana. Território do Estado, sistema de representação do Estado e responsabilidade internacional do Estado. Espaços comuns internacionais e patrimônio comum da humanidade. Meios de solução pacífica dos conflitos internacionais. Jus cogens. Governança global e novos regimes."
ESTA001-17,Dispositivos Eletrônicos,5,"Diodos semicondutores: Fundamentos, relação estática tensão-corrente, características dinâmicas, influência térmica, aplicações em retificação, deslocamento de nível, limitação de nível, lógica binária, etc. Transistores: Princípios em que se baseiam o transistor bipolar de junção e o transistor MOS, aplicações em amplificação de tensão e de corrente, deslocamento de nível, comparação de tensão e de corrente. Aplicações destes dispositivos no processamento de sinais baseadas em simetria e semelhança de dispositivos, ressaltando pares diferenciais e espelhos de corrente."
ESZP014-13,"Diversidade Cultural, Conhecimento Local e Políticas Públicas",4,"conceitos de cultura; o significado do ethos cultural das comunidades locais; diversidade cultural, conhecimento local e visão de mundo dos diferentes grupos sociais; relações interculturais entre o agente de políticas públicas e a população local; relativismo cultural e direitos humanos: uma tensão a ser compreendida para a elaboração de políticas públicas; a noção de choque cultural; identidade social e cultural e valores culturais; a proteção da diversidade cultural como política pública; linguagens culturais e o implemento de políticas públicas; patrimônio imaterial e aplicação de políticas públicas; políticas públicas para populações indígenas; políticas públicas voltadas para saúde e relações de gênero; políticas públicas e ethos e pluralismo religioso; políticas públicas e velhice; políticas públicas e infância; imigração, migração e políticas públicas; desenraizamento, estratégias de pertencimento e afirmação da identidade; códigos sociais, violência como linguagem e o papel das políticas públicas; multiculturalismo e educação."
NHT1072-15,Ecologia Comportamental,4,Conceitos fundamentais em Ecologia Comportamental. Métodos em Ecologia Comportamental. Desenvolvimento do comportamento. Comunicação. Seleção de habitat e dispersão. Forrageamento. Comportamento anti-predação. Seleção Sexual e investimento parental. Sistemas de acasalamento. Comportamento social.
ESZU034-17,Ecologia do Ambiente Urbano,2,"Sistemas Ambientais Naturais e Antrópicos: bases de funcionamento. O significado da classificação; Conceitos e técnicas básicos de ecologia, ecologia da paisagem, ecologia humana, ecologia urbana e agroecologia. A ação antrópica como componente de ecossistemas. Relações entre o Homem e a Natureza na geografia, na ecologia e na sociologia; Caracterização do papel das ações antrópicas recíprocas com os seres vivos e o ambiente. A escala como elemento na análise ambiental. Atividades de campo."
NHT1073-15,Ecologia Vegetal,4,"Os principais conceitos e áreas de pesquisa atual em ecologia vegetal, com enfoque nos fatores que afetam a distribuição e abundância de espécies de plantas e nos métodos de estudo e análise das populações e comunidades."
ESHC035-17,Econometria I,4,"Modelos de regressão linear simples e múltipla: especificação, estimação e inferência. As hipóteses de Gauss-Markov. Propriedades assintóticas dos estimadores de mínimos quadrados ordinários e máxima verossimilhança. Tópicos especiais sobre a especificação dos modelos de regressão. Regressão linear com variáveis independentes qualitativas (dummies)."
ESHC036-17,Econometria II,4,"Questões especiais na análise de regressão: multicolinearidade, heterocedasticidade e autocorrelação residual. Previsão na análise de regressão. Modelos com variável dependente binária: modelos Probit e Logit. Modelos com variável dependente limitada: modelo Tobit. Estimação com variáveis instrumentais. Modelos para equações simultâneas. Introdução aos modelos em painel."
ESHC037-17,Econometria III,4,"Introdução aos modelos de séries temporais no domínio do tempo. Processos estocásticos: definições, tipos e características. Medidas de dependência: função de correlação, autocorrelação e autocorrelação parcial e cruzada. Tendência, sazonalidade e quebras estruturais. A estacionariedade 31 e não estacionariedade em séries temporais. Modelos para séries temporais estacionárias: modelos auto-regressivos (AR), modelos de médias móveis (MA), modelos auto-regressivos de médias móveis (ARMA). Modelos para séries temporais não-estacionárias I(1): tendências estocásticas em séries temporais, testes de raízes unitárias, testes de raízes unitárias com quebras estruturais, modelos auto-regressivos integrados e de médias móveis (ARIMA). Previsão com modelos ARIMA.  Modelos não lineares para a variância condicional heterocedástica: modelos da família ARCH e GARCH. Cointegração: o problema da regressão espúria e a cointegração, modelo de correção de erros e o teste de cointegração de Engle & Granger."
ESHC007-17,Economia Brasileira Contemporânea I,4,"A crise de 1929 e seus impactos sobre o Brasil; o processo de substituição de importações, a política cambial, monetária e fiscal do governo Vargas; os programas de defesa do café; a política trabalhista e social do governo Vargas; o Brasil durante a Segunda Guerra Mundial (1939-1945); o governo Dutra e o Plano Salte; o segundo governo Vargas, o Plano Lafer, a criação da Petrobras e a política econômica nacional-desenvolvimentista; o governo Café filho e a Instrução 113 da Sumoc; governo Kubitschek, o Plano de Metas, a construção de Brasília e os debates sobre a política econômica; o governo Quadros, a instrução 204 da Sumoc e o descontrole fiscal e inflacionário; o governo Goulart, o Plano Trienal, as reformas de base e o golpe de 1964; o PAEG."
ESHC008-17,Economia Brasileira Contemporânea II,4,"A crise do processo de substituição de importações; o descontrole inflacionário e cambial no governo Goulart; o Programa de Ação Econômica do Governo (PAEG); as transformações no sistema financeiro, monetário e fiscal; a criação do Banco Central do Brasil; o chamado “milagre econômico”, a internacionalização e o endividamento externo da economia; o primeiro choque do petróleo e o segundo Plano Nacional de Desenvolvimento (II PND); a segunda crise do petróleo e o choque de juros de Paul Volker no Federal Reserve (1979); a crise da dívida externa; as políticas de “ajuste” do Fundo Monetário Internacional; a inflação e a estagnação do produto na década de 1980; a crise inflacionária, os planos de estabilização e a conformação da “primeira década perdida” (1980-1990); o processo político de redemocratização e o papel dos atores sociais; limites da redemocratização; o Plano Collor e o Plano Real."
ESHC033-17,Economia Brasileira Contemporânea III,4,"O neoliberalismo; o Plano Real e a primeira administração Cardoso: âncora cambial, privatizações, privatizações, desnacionalização, desemprego, endividamento público interno e externo; abertura da economia; a crise do Plano Real e o abandono da âncora cambial em 1998; as crises internacionais; o segundo governo Cardoso e as metas de inflação; baixo crescimento, desindustrialização, desemprego; a eleição de Lula em 2003 e a alta dos preços das commodities; primarização das exportações e estabilização do balanço de pagamentos; as coalizões políticas; políticas distributivas, queda do desemprego; continuidade dos problemas estruturais (concentração regional, fraco desempenho industrial, transnacionalização, concentração da renda, degradação ambiental); a crise de 2008, políticas acomodatícias nos Estados Unidos, valorização do real e outros impactos no Brasil; a crise da economia brasileira em 2014."
ESTE036-17,Economia da Energia,4,"Exploração dos recursos energéticos. Monopólios naturais e regulação do setor elétrico e de gás natural. Regulação tarifária. Bens públicos, externalidades e a tragédia do uso comum. Mercados de energia: eletricidade e combustíveis. Política, planejamento e regulação da energia. Mudanças climáticas. Introdução à econometria e séries temporais."
ESZP015-13,Economia da Inovação Tecnológica,4,"As diferentes abordagens econômicas do progresso técnico. Inovação e teorias da firma. Concorrência schumpeteriana. Os principais elementos da abordagem neo- schumpeteriana: regimes, paradigmas e trajetórias tecnológicas, sistemas de inovação e aprendizado tecnológico. O processo de difusão tecnológica e as escolhas tecnológicas. Formas de aquisição e transferência do conhecimento. Formas de apropriabilidade do esforço inovativo."
ESTG003-17,Economia de Empresas,2,"Conceitos introdutórios da teoria econômica; Tipos de mercados; Formas de mercados e suas suposições. Economia de Empresa: modelo econômico descritivo, análise dos custos, analise das receitas, análise conjunta e otimização da margem bruta de contribuição; política de preços; estudo de encomendas em função do nível de utilização da capacidade; indicadores de análise da posição econômica da empresa; estudos da produção conjunta."
ESZC028-17,Economia Dinâmica,4,"Equações em Diferenças de Primeira Ordem, Equações em Diferenças de Segunda Ordem, Equações em Diferenças de Ordem Superior, Sistemas de Equações em Diferenças, Aplicações Econômicas de Equações em Diferenças; Equações Diferenciais de Primeira Ordem, Equações Diferenciais de Segunda Ordem, Equações Diferenciais de Ordem Superior, Sistemas de Equações Diferenciais, Aplicações Econômicas de Equações Diferenciais."
ESZE057-17,Economia do Petróleo e do Gás Natural,4,"Exploração dos recursos naturais. Historia econômica do setor de hidrocarbonetos. Geopolítica da energia. Políticas de governo para o setor. Regulação na indústria de petróleo, derivados e de gás natural. Análise econômica e de riscos na indústria de petróleo e gás natural. Modelos de projeção aplicados à indústria de petróleo e gás natural."
ESZC003-17,Economia do Setor Público,4,Razões econômicas para a presença do Estado. O setor público no Brasil. Eficiência de mercado. Falhas de mercado e o papel do governo. Falhas de governo. Teoria da tributação: tributação e eficiência econômica e tributação ótima. Tributação sobre trabalho e capital. Regulação de mercados e os limites do Estado. Orçamento e ciclos políticos. Incentivos e motivações dos políticos. Competição eleitoral. Voto probabilístico. Instituições.
ESHT005-17,Economia do Território,4,"Conceitos de espaço e de território. O objeto de estudo da economia espacial. O território entre o macro e o micro: a economia espacial nas ciências econômicas. O território no pensamento dos economistas clássicos. A tradição da escola alemã e os modelos gravitacionais da economia espacial. O território e os distritos Marshalianos. Densidade, distância e renda da terra: a escola anglo-saxônica e a nova economia urbana. A nova geografia econômica e a síntese de Krugman. As perspectivas recentes – o embrião de um diálogo interdisciplinar."
ESZC004-17,Economia do Trabalho,4,"Introdução ao mercado de trabalho: definições, fatos e tendências. A demanda por trabalho: um modelo simples e modelos modificados. Custos de trabalho quase-fixos e seus efeitos sobre a demanda por trabalho. A oferta de trabalho: a decisão de trabalhar e a teoria da produção doméstica. Diferenciais de salários compensatórios e os mercados de trabalho. Investimento em capital humano e efeitos sobre os diferenciais de salários. Mobilidade do trabalhador: rotatividade, migração e imigração. Pagamento e produtividade. Gênero e etnia no mercado de trabalho. Sindicatos e negociações coletivas no setor privado: evidência de efeitos salariais. Desigualdade nos ganhos. As curvas de Lorenz e os coeficientes de Gini."
ESHC034-17,Economia e Meio Ambiente,4,"Introdução: Eficiência Econômica, Mercados e Meio Ambiente. Teoria econômica da política ambiental. Economia dos Recursos Naturais. Economia ecológica. Análise de custo-benefício e valoração econômico-ambiental. Desafios contemporâneos à sustentabilidade."
ESZC020-17,Economia Industrial,4,"O estudo de organização industrial. Análise estrutural de mercado: críticas à concorrência perfeita e imperfeita. Economias de escala e de escopo. Modelo Estrutura-Conduta-Desempenho. Barreiras estruturais e estratégicas. Interação estratégica e coordenação oligopolista. Discussão sobre a firma contemporânea, seu crescimento e organização. Avaliação crítica da indústria contemporânea, compreendendo as tendências recentes internacionais e brasileiras. Políticas e regulação dos mercados."
ESHC012-17,Economia Institucional I,4,"Trajetória das abordagens institucionalistas em economia: a velha e a nova economia institucional (temas, autores e periodização).Fundamentos da Economia Institucional Original (EIO): crítica à economia clássica e neoclássica; a abordagem evolucionária de Veblen. Fundamentos da economia institucional: interesses divergentes, direitos de propriedade e organizações em Commons. Galbraith: a tecno-estrutura e o novo estado industrial. Contexto da ascensão da Nova Economia Institucional (NEI): crítica à economia ortodoxa. Primeira vertente da NEI: rentseeking, escolha pública e coalizões para a ação coletiva. Segunda vertente da NEI: a economia dos custos de transação. Terceira vertente da NEI: instituições, história e performance econômica de longo prazo. Situação atual da EIO: o papel dos hábitos e das instituições para Hodgson; Wray e a macroeconomia da EIO; a EIO e o meio-ambiente."
ESZC006-17,Economia Institucional II,4,"Instituições: desenho ou ordem espontânea? A visão de instituições como equilíbrios. Instituições e jogos evolucionários. Instituições e mudança institucional. Bases teóricas do novo institucionalismo histórico. Hábitos, path dependence e mudança incremental na história econômica de longo prazo. Bases teóricas do institucionalismo da escolha racional. Bases teóricas do institucionalismo sociológico. Mercado e organizações. Instituições do mercado, Mercados, hierarquias, Market choice e non-market choice. A natureza da firma: hábitos, rotina e organizações. Mecanismos e estruturas de governança. Convergências e divergências nos programas de pesquisa em Economia institucional."
ESHC013-17,Economia Internacional I,4,"Introdução à teoria do comércio internacional. Modelos de comércio internacional: modelo de vantagens absolutas de Smith, modelo de vantagens comparativas de Ricardo, modelo de fatores específicos, modelo de Heckscher–Ohlin e modelo geral do comércio. As críticas ao modelo de vantagens comparativas: Troca desigual, Deterioração dos termos de troca, Economias de escala, concorrência imperfeita e comércio internacional. Evidências empíricas de padrões de comércio. Instrumentos de política comercial. Economia política da política comercial. Acordos internacionais de comércio. Política comercial nos países em desenvolvimento e nos países avançados."
ESHC014-17,Economia Internacional II,4,"Contabilidade nacional e balanço de pagamentos. Taxas de câmbio e o mercado de câmbio. Moeda, taxas de juros e taxas de câmbio. Regimes cambiais. Níveis de preços e taxa de câmbio no longo prazo. Produção e taxa de câmbio no curto prazo. Evolução do sistema monetário internacional. Política e coordenação macroeconômica internacional sob taxas de câmbio flutuantes. Áreas monetárias ótimas. Mundialização e financeirização da economia em período recente."
ESHC027-17,Economia Matemática,4,"Introdução à Álgebra Linear: Sistemas de Equações Lineares, Álgebra Matricial, Determinantes, Espaços Euclidianos, Independência Linear, Autovalores, Autovetores e Subespaços Associados a uma Matriz. Aplicações em Economia. Otimização: Formas Quadráticas, Maximização Não-Condicionada e Condicionada. Aplicações em Economia. Introdução às Equações Diferenciais (Tempo Contínuo) e Equações em Diferenças (Tempo Discreto): Equações Diferenciais de Primeira Ordem e de Ordem Superior, Equações em Diferenças de Primeira Ordem e de Ordem Superior. Aplicações em Economia."
ESHC038-17,Economia Monetária,4,Teorias da moeda. Banco Central e o sistema monetário. Modelos simples de trocas em uma economia monetária com gerações sobrepostas. Modelo de duas ilhas de Lucas. Modelo de escolha intertemporal. Mecanismos de transmissão de política monetária. Modelos de inconsistência temporal. Condução de política monetária: regras versus discrição. Regras de Taylor. Regime de metas de inflação.
ESHC028-17,Economia Política,4,O Método da Crítica à Economia Política. Interpretação marxista do funcionamento do capitalismo. Mercadoria e Processo de Troca. Dinheiro. Capital. Mais valia absoluta e relativa. Cooperação e Manufatura. Grande Indústria. Acumulação Primitiva. Capital portador de juros e Capital fictício. Salário e emprego: lei geral da acumulação capitalista. Progresso técnico e concorrência. A reprodução do capital social total. Lei de tendência de queda da taxa de lucro. Capital portador de juros e sistema de crédito. Teoria das crises.
ESHR003-13,Economia Política da Segurança Alimentar Global,4,"Teoria neomaltusiana. Segurança alimentar e soberania nacional. Explicações para a fome. Análise dos principais mercados (demanda e oferta). Formação de preços. Estados, povos e empresas multinacionais. Desafio da sustentabilidade. Papel das agências intergovernamentais (FAO, FMI). Atuação do G7 e G20."
ESHR004-13,Economia Política Internacional da Energia,4,História do carvão ao petróleo. Impacto dos choques de 1973 e 1979. Demanda e oferta. Controle sobre fontes de energia. Doutrina de Segurança Energética dos EUA. Política energética da Rússia. Oriente Médio. África. Empresas privadas e estatais. Trajetória da OPEP e da AIE. Novos atores.
ESZP046-14,"Economia Solidária, Associativismo e Cooperativismo",4,"Concepções de desenvolvimento sustentável e as críticas aos modelos de desenvolvimento capitalista nas sociedades modernas; concepções de desenvolvimento local e regional; desenvolvimento sustentável, questões ambientais e sociais; concepções de economia solidária e economia social; concepções de associativismo e cooperativismo; histórias do associativismo e do cooperativismo e suas ligações com os movimentos de trabalhadores, sindicais e sociais; resistências, críticas à globalização e às políticas econômicas neoliberais e as redes de economia solidária e social; transformações no mundo do trabalho: desregulamentação, desemprego, reestruturação produtiva e os impactos nas formas de organização do trabalho e dos trabalhadores; contradições e ambigüidades nas políticas públicas voltadas ao mundo do trabalho: legitimação e questionamento das políticas de geração de emprego e renda e combate à pobreza; políticas públicas de economia solidária, economia social, associativismo e cooperativismo na região do ABC paulista, no Brasil e em outros países."
ESHT006-17,Economia Urbana,4,"1. Introdução: o objetivo da economia urbana; 2. A formação das cidades; 3. Uso e ocupação do solo na cidade monocêntrica; 4. Estrutura espacial na cidade policêntrica; 5. A teoria econômica e a estrutura espacial nas cidades brasileiras; 6. Planos, instrumentos urbanísticos e o mercado de terra; 7. Economia urbana, habitação e política habitacional; 8. Teoria econômica e a produção e o financiamento dos serviços urbanos; 9. Poluição urbana; 10. Tendências e perspectivas mais críticas na economia urbana."
ESZU006-17,"Economia, Sociedade e Meio Ambiente",3,"A questão ambiental: problemas ambientais e seus determinantes sociais e econômicos. A questão ambiental na teoria econômica: interdependências entre natureza e economia. Meio-ambiente e comercio internacional: barreiras ambientais, competitividade e qualidade ambiental. Modernização ecológica: tecnologia, crescimento e meio-ambiente. Energia e Sociedade. Reflexão aplicada a temas contemporâneos: Estado e mercado na questão ambiental. Desenvolvimento sustentável e políticas ambientais. A abordagem da Sociedade de Risco: limites da racionalidade técnico-científica."
ESZU025-17,Educação Ambiental,4,"Conceitos, princípios e pensamentos norteadores da Educação Ambiental. O movimento ambientalista e o histórico da EA no Brasil e no mundo; Documentos legais da educação ambiental. Fundamentos e Concepções de meio ambiente e educação ambiental; Projetos de educação ambiental. Análise de conflitos ambientais e percepção de cidadania ambiental. Campanhas educativas como estratégia de conservação, planejamento e saneamento ambiental. Análise e vivências de experiências práticas de educação ambiental em diferentes contextos."
NHT5004-15,"Educação Científica, Sociedade e Cultura",4,"Possibilidades de atuação do educador e a educação científica na sociedade atual. Percepção pública da ciência e tecnologia. Divulgação e popularização científica. Alfabetização científica: articulações com a cultura e a construção da cidadania. Cultura científica no contexto local e global. Conexões entre arte e ciências. A Ciência na sociedade e na cultura: espaços formais, não formais e informais de educação científica."
NHZ1091-19,Educação em Saúde,3,"Conceito de saúde: definições ao longo da história; saúde na perspectiva interdisciplinar e vista sob o viés bio-psico-socio-cultural. Educação em saúde: história, conceitos, princípios e objetivos. Políticas públicas para a saúde e para a educação em saúde no Brasil. O papel da escola na promoção da saúde. Tendências da educação em saúde. A saúde nos livros didáticos de Ciências e Biologia. Práticas integrativas e complementares em saúde. Violências que interferem na saúde. Produção de materiais didáticos e projetos educativos sobre saúde."
NHZ5021-16,Educação em Saúde e Sexualidade,3,"Saúde e Sexualidade como “descoberta, construção e busca”, numa perspectiva bio-psico-socio-cultural. Papel da escola na promoção da saúde e no desenvolvimento da sexualidade humana. Perspectiva histórica e interdisciplinar das questões de saúde e sexualidade. Gênero e diversidade sexual. Produção de materiais didáticos envolvendo os temas saúde e sexualidade no contexto da escola básica e de espaços educativos não formais. Elaboração de projetos educativos para espaços escolares e/ou comunitários. Estudo sobre as violências das várias ordens que cercam a vida de alguns alunos e que interferem na saúde, nas relações e comportamentos sexuais. Desenvolvimento da sexualidade no ciclo vital (crianças, adolescentes, adultos e idosos) nos aspectos biológicos, emocionais e psicológicos."
NHZ1092-19,Educação em Sexualidade,3,"Sexualidade humana: conceitos básicos, sexo, sexualidade, educação sexual. Perspectiva histórica e interdisciplinar da sexualidade. Desenvolvimento sexual nas diferentes fases da vida. Gênero e diversidade sexual. Papel da escola no desenvolvimento da sexualidade humana. Corpo humano nos livros didáticos e a perspectiva da saúde e da sexualidade. Violências que interferem nas relações e comportamentos sexuais. Produção de materiais didáticos e projetos educativos sobre sexualidade. Parto, direitos sexuais e reprodutivos das mulheres, maternidade e paternidade."
MCZD002-18,Educação Estatística,4,"Algumas notas históricas sobre Estatística e Probabilidade. Aplicações da Estatística: o homem em seu mundo biológico, político, social e físico. Por que ensinar estatística? Objetivos básicos do ensino de estatística e probabilidade. A Estatística e a Probabilidade no currículo de Educação Básica. Considerações metodológicas: a estatística e a probabilidade como tema interdisciplinar, recursos, enfoque exploratório, uso de ferramentas tecnológicas no seu ensino. Impactos dos livros didáticos no ensino de Estatística e Probabilidade na Educação Básica. Erros e dificuldades na compreensão dos conceitos estatísticos e probabilísticos fundamentais. Análise didática de situações de ensino e aprendizagem."
MCTD025-18,Educação Inclusiva,2,"Contextualização histórica, princípios e fundamentos legais que embasam a Educação Inclusiva. Conceituação da Educação Inclusiva e Educação Especial, do Ensino Inclusivo e da Inclusão Social. Desafios para a Educação Inclusiva no Brasil. Perfil dos alunos da educação inclusiva e do público-alvo da educação especial."
NHZ3003-15,Efeitos Biológicos das Radiações,4,"Noções de citologia. Principais mecanismos de interação da radiação ionizante com a materia. Dosimetria: energia depositada no meio, dose absorvida. Efeitos biológicos nas células, nas moléculas, em tecidos e em mamíferos. Fundamentos de proteção radiológica. Processos de transferência de energia. Propriedades eletromagnéticas dos tecidos vivos. Interação de microondas com sistemas biológicos. Efeitos térmicos e não-térmicos de microondas. Absorção da radiação ultravioleta (UV). Ação da radiação UV e IV em células."
ESZG038-17,Eficiência Energética Industrial,4,"Balanço energético segundo o uso de energia; segmentação do consumo de energia; conceito de eficiência energética; indicadores de eficiência energética; uso eficiente de energia elétrica em iluminação, força motriz e no condicionamento ambiental; programas de conservação de energia elétrica: políticas e estratégias; sistemas de gerenciamento do uso da energia; aspectos de racionalização sob o enfoque tarifário; auditorias energéticas; gerenciamento pelo lado da demanda e diagnóstico energético; gerência energética."
ESTG004-17,"Elaboração, Análise e Avaliação de Projetos",4,"Definição de projeto; etapas de elaboração do plano de projeto: escopo, tempo, custos, qualidade, recursos humanos, comunicações, riscos, aquisições e partes interessadas (stakeholders); levantamento de custo do projeto; viabilidade tecno-econômica do projeto; metas de curto, médio e longo prazo; definição de necessidades para implantação do projeto; seleção da equipe de execução; implementação de meios materiais para execução; escala; localização; avaliação do projeto; análise de viabilidade econômica aplicada em projetos; desenvolvimento definição de fatores críticos de sucesso."
MCZB007-13,Elementos Finitos,4,"Elementos finitos em uma dimensão: princípios variacionais, funções de interpolação, funções de forma, matriz de rigidez, condições de fronteira, problemas em coordenadas cilíndricas. Elementos finitos duas dimensões: problemas de fronteira bidimensionais, equações diferenciais provenientes da elasticidade, princípios variacionais, elementos triangulares e coordenadas cilíndricas. Princípios variacionais, aproximação de Galerkin e equações diferenciais parciais."
ESZM007-17,Elementos Finitos Aplicados em Materiais,4,"Ementa Introdução e Motivação. Formulação da matriz de rigidez do elemento. Noções de elasticidade linear. Estudo de problemas lineares: Elementos unidimensionais. vigas e treliças. Funções de forma. Interpolação polinomial. Discretização do domínio e construção da malha. Sistemas de coordenadas local e global. Condições de fronteira. Condições de contorno de cargas nodais e de vínculos. Métodos de solução das equações matriciais. A equação do calor, convecção e de difusão. Estabilidade, convergência, análise de erro. Generalização para casos bi- e tridimensionais. Exemplos numéricos. Mathlab, Abaqus e ANSYS para simulação de modelos complexos."
ESZE110-17,Eletrificação Rural Com Recursos Energéticos Renováveis,4,Conceito de eletrificação rural descentralizada (ERD). Energia e desenvolvimento rural. Limitações da rede convencional nas áreas rurais. Configurações tecnológicas para o suprimento de energia elétrica no meio rural baseadas em energias renováveis. Ferramentas modernas de geoprocessamento a serviço da ERD. Modelos institucionais de gestão de projetos. Estudos de caso de eletrificação rural baseada em tecnologias de geração com energias renováveis.
NHT4005-15,Eletroanalítica e Técnicas de Separação,6,"Técnicas eletroanalíticas: potenciometria, voltametria, polarografia, amperometria, coulometria, biamperometria. Técnicas de separação: cromatografia gasosa e líquida, eletroforese capilar."
ESTA018-17,Eletromagnetismo Aplicado,4,Conceitos de álgebra e calculo vetorial. Operadores vetoriais. Campos vetoriais: elétrico e magnético. Propriedades elétricas e magnéticas dos materiais. Equações de Maxwell nas formas integral e diferencial. Ondas Eletromagnéticas (OEM) no espaço livre. O espectro eletromagnético. Fluxo de energia: Potência e Irradiância. Estados de polarização. OEM em meios dielétricos. Interação entre radiação e matéria: modelo atômico para o índice de refração. Condições de contorno em interfaces: Reflexão e Refração. Reflexão interna total. Ondas evanescentes. OEM em meios condutores. Efeito skin. Fundamentos de linhas de transmissão. Guias de onda. Modos de propagação. Impedância do guia de onda. Circuitos de guias de onda.
NHT3070-15,Eletromagnetismo I,4,"Revisão de álgebra vetorial. Análise vetorial: gradiente, divergente, rotacional. Lei de Coulomb. Campo elétrico. Potencial eletrostático. Lei de Gauss. Dipolo elétrico. Equação de Laplace: coordenadas esféricas, coordenadas cilíndricas. Imagens eletrostáticas: carga puntual e esfera condutora, cargas lineares e imagens lineares. Polarização: campos eletrostáticos em meios dielétricos. Lei de Gauss em meios dielétricos: vetor deslocamento elétrico. Condições de contorno sobre vetores de campo. Equação de Laplace em meios dielétricos: campo eletrostático uniforme em esfera dielétrica. Polarizabilidade: equação de Clausius-Mossotti. Dipolos elétricos induzidos. Energia eletrostática: densidade de energia do campo eletrostático. Coeficientes de potencial eletrostático. Coeficientes de capacitância. coeficientes de indução. Capacitores: forcas, torques."
NHT3071-15,Eletromagnetismo II,4,"Corrente elétrica: densidade de corrente, equação de continuidade. Lei de Ohm: condutividade; correntes estacionárias em meios contínuos: equação de Laplace. Passagem para o equilíbrio eletrostático: tempo de relaxação. Campo magnético: forças sobre elementos de corrente, lei de Biot e Savart, lei circuital de Ampére. Potencial vetor; potencial escalar; fluxo magnético. Condições de contorno sobre vetores de campo. Magnetização: densidade de dipolo magnético. Energia magnética, forças e torques. campo magnético na matéria: Suscetibilidade magnética. Permeabilidade magnética. Histerese. diamagnetismo, paramagnetismo, ferromagnetismo. Indução eletromagnética: Lei de Faraday-Henry, auto-induta?ncia, induta?ncia mu?tua, fórmula de Neumann."
NHZ3076-15,Eletromagnetismo III,4,"Corrente de deslocamento: lei de Ampere-Maxwell, equações de Maxwell. Energia eletromagnética. Equação de onda: condições de contorno sobre campos, fontes da equação de onda. Ondas planas monocromáticas em meios não-condutores: polarização, densidade de energia, fluxo de energia. Ondas planas monocromáticas em meios condutores. Reflexão e refração. ngulo de Brewster. Coeficientes de Fresnel. Reflexão e transmissão por camada delgada. Propagação entre placas paralelas: guia de ondas, ressonadores de cavidade. Modelo de Drude-Lorentz: absorção na ressonância por cargas ligadas, teoria do elétron livre de Drude. Radiação de dipolo oscilante. Radiação de antena de meia onda. Radiação de grupo de cargas em movimento. Potenciais de Lienard-Wiechert."
ESTA007-17,Eletrônica Analógica Aplicada,5,"Diagrama de Black e características dos sistemas realimentados; os diversos estágios que perfazem um amplificador operacional de tensão de dois estágios; características estáticas e dinâmicas de um amplificador operacional canônico; aplicações do amplificador operacional no condicionamento e processamento analógico de sinais. Montagem, simulação e caracterização de diversos circuitos."
ESZA011-17,Eletrônica de Potência I,5,"Semicondutores de Potência; Conversores Estáticos de Potência - Conversores CA/CC, Conversores CC/CC, Conversores CC/CA, Conversores CA/CA; Retificadores controlados - Monofásico de meia onda, Bifásico de meia onda, Trifásico de onda completa; Tipos de comutação forçada; Fontes chaveadas; Reguladores Boost, Buck, Buck-Boost e Cuk."
ESZA012-17,Eletrônica de Potência II,5,"Proteção de tiristores - corrente, tensão e refrigeração; Associação de Tiristores; Aplicação de Conversores CA/CC; Aplicação de Conversores CC/CA; Aplicação de Conversores CA/CA."
